nct_id,phase,start_date,enrollment_type,American Indian/ Alaska Native,Asian/ Asian Heritage,Black/ Black Heritage,Hawaiian/ Other Pacific Islander,Hispanic/ Latino,Middle Eastern,Mixed,Other,Unknown or Not Reported,White/ White Heritage
NCT03085095,Phase 3,18/04/2017,Actual,0,396,92,0,166,,30,,110,2926
NCT03085797,Phase 3,25/05/2017,Actual,,36,18,,,,2,,,758
NCT03089281,Not Applicable,01/08/2017,Actual,,12,104,,42,,,4,,630
NCT03089944,Phase 3,28/04/2017,Actual,0,28,28,0,43,,2,,0,585
NCT03090191,Phase 3,29/03/2017,Actual,214,2958,2658,68,4524,,1298,,292,57748
NCT03093480,Phase 4,08/12/2017,Actual,0,0,2,0,,,0,,2,12
NCT03094832,Phase 1/Phase 2,16/05/2017,Actual,0,8,12,0,6,,2,,2,170
NCT03098030,Phase 2/Phase 3,01/06/2017,Actual,0,160,12,0,22,,2,,472,1264
NCT03099096,Phase 3,04/05/2017,Actual,,6,25,,,1,,1,,126
NCT03099187,Phase 2,15/05/2017,Actual,2,10,6,,32,,,2,20,940
NCT03100058,Phase 2,06/05/2017,Actual,12,20,84,6,,,0,,14,784
NCT03100864,Phase 2,22/05/2017,Actual,0,0,0,0,0,,0,,0,16
NCT03100942,Phase 2,01/05/2017,Actual,2,4,38,,34,,,2,0,520
NCT03103542,Phase 4,29/08/2017,Actual,0,0,1,,,,,,,15
NCT03104374,Phase 3,01/05/2017,Actual,6,104,34,6,278,,2,,0,2134
NCT03104400,Phase 3,27/04/2017,Actual,12,298,18,8,486,,42,,0,5952
NCT03104413,Phase 3,18/12/2017,Actual,0,78,56,4,,,4,,0,1094
NCT03105128,Phase 3,10/05/2017,Actual,0,350,64,4,82,,16,,0,3208
NCT03106987,Phase 3,08/06/2017,Actual,0,0,2,0,,,,26,2,410
NCT03107052,Phase 3,27/04/2017,Actual,0,0,28,0,,,0,,2,520
NCT03108027,Phase 2,26/06/2017,Actual,0,0,0,0,,,0,,2,35
NCT03110562,Phase 3,24/05/2017,Actual,,100,22,,22,,,2,92,1370
NCT03111940,Not Applicable,31/08/2016,Actual,0,0,0,0,,,0,,0,70
NCT03112603,Phase 3,29/06/2017,Actual,4,108,4,,52,,,26,160,962
NCT03115476,Phase 3,16/06/2017,Actual,0,0,0,0,24,,2,,4,2222
NCT03116347,Phase 4,30/05/2017,Actual,0,0,0,0,0,,0,,2,166
NCT03116685,Phase 3,09/01/2018,Actual,0,0,2,0,,,0,,0,48
NCT03117569,Phase 3,21/08/2017,Actual,,68,40,,,,,70,,582
NCT03118570,Phase 2,11/09/2017,Actual,,,,,14,,,,4,206
NCT03118843,Phase 3,25/04/2017,Actual,,,5,,2,,,,1,54
NCT03118947,Phase 2,23/02/2017,Actual,0,2,0,0,,,0,,7,69
NCT03119649,Phase 2,18/03/2017,Actual,0,0,0,0,,,0,,6,112
NCT03119662,Phase 4,08/02/2018,Actual,0,0,0,0,2,,0,,0,14
NCT03119701,Phase 2,18/02/2017,Actual,0,0,0,0,,,0,,0,76
NCT03120949,Phase 3,04/07/2017,Actual,,,,,1378,,,,0,2830
NCT03123120,Phase 2,07/06/2017,Actual,0,0,0,0,0,,2,,0,86
NCT03123393,Phase 2,10/10/2017,Actual,2,0,0,0,10,,0,,36,148
NCT03124108,Phase 2,05/04/2017,Actual,0,0,2,0,20,,0,,0,158
NCT03125902,Phase 3,25/08/2017,Actual,0,378,62,2,134,,10,,258,1760
NCT03126019,Phase 2,14/03/2018,Actual,,2,14,,14,,,10,20,444
NCT03129100,Phase 3,09/05/2017,Actual,72,294,4,0,358,,30,,150,2004
NCT03129178,Not Applicable,01/07/2017,Actual,0,0,2,0,,,0,,0,44
NCT03130959,Phase 2,12/06/2017,Actual,2,20,18,0,28,,,28,184,384
NCT03131219,Phase 3,31/08/2017,Actual,0,22,8,0,6,,2,,2,84
NCT03131960,Not Applicable,01/07/2017,Actual,2,6,36,0,,,0,,4,168
NCT03135899,Phase 1,18/05/2017,Actual,0,8,4,0,0,,6,,0,130
NCT03136484,Phase 3,15/03/2017,Actual,,,,,586,,,,0,990
NCT03138655,Phase 2,08/11/2017,Actual,0,4,16,0,18,,6,,14,298
NCT03139578,Not Applicable,28/04/2017,Actual,0,14,3,0,3,,13,,0,67
NCT03141177,Phase 3,22/08/2017,Actual,10,102,10,0,180,,0,,712,1790
NCT03142334,Phase 3,09/06/2017,Actual,24,276,24,0,268,,26,,310,3048
NCT03144674,Phase 2,18/12/2017,Actual,0,2,4,0,18,,0,,68,348
NCT03146663,Phase 2,28/09/2017,Actual,,,,,2,,,,0,104
NCT03148756,Phase 2,12/05/2017,Actual,,,,,,,,,,4
NCT03148795,Phase 2,04/07/2017,Actual,0,3,4,0,4,,0,,27,216
NCT03150056,Phase 1,18/07/2017,Actual,,4,6,,,2,,,,134
NCT03150589,Phase 3,14/03/2018,Actual,0,206,0,2,,,0,,8,1194
NCT03151408,Phase 3,23/06/2017,Actual,2,106,12,2,,,12,,100,578
NCT03151551,Phase 4,24/08/2017,Actual,108,124,2,0,256,,32,,92,1650
NCT03151811,Phase 3,12/06/2017,Actual,0,42,16,0,26,,0,,66,1830
NCT03153111,Phase 2,11/07/2017,Actual,,,,,8,,,,4,272
NCT03153137,Phase 3,14/08/2017,Actual,0,32,0,0,8,,0,,60,448
NCT03154333,Phase 2,01/06/2017,Actual,0,4,2,0,,,0,,8,94
NCT03155997,Phase 3,12/07/2017,Actual,244,2688,220,14,1466,,94,,3028,14794
NCT03158688,Phase 3,13/06/2017,Actual,,132,18,,16,,,50,42,1606
NCT03161093,Phase 3,17/08/2017,Actual,4,232,1984,0,202,,0,,502,10304
NCT03163446,Phase 2,23/05/2017,Actual,4,6,44,0,,,0,,26,162
NCT03164616,Phase 3,01/06/2017,Actual,76,700,40,4,320,,,74,,2838
NCT03166735,Phase 2,06/06/2017,Actual,0,4,0,4,66,,0,,0,378
NCT03170271,Phase 3,07/07/2017,Actual,,36,106,2,148,,,14,374,1944
NCT03170882,Phase 2,01/08/2017,Actual,0,2,2,0,10,,0,,30,444
NCT03173248,Phase 3,26/06/2017,Actual,,68,4,,14,,,4,340,154
NCT03173560,Phase 2,17/08/2017,Actual,0,120,0,0,24,,0,,12,1216
NCT03175367,Phase 2,10/11/2017,Actual,0,10,12,0,46,,0,,44,952
NCT03177395,Phase 1,08/06/2017,Actual,0,2,0,0,,,0,,0,46
NCT03178487,Phase 2,24/10/2017,Actual,,58,6,,18,,,,0,666
NCT03180619,Phase 2,29/06/2017,Actual,,194,8,4,2,,,4,,284
NCT03180801,Phase 2,18/08/2016,Actual,,8,10,,2,,14,4,,208
NCT03180840,Phase 3,10/07/2017,Actual,0,0,0,0,,,0,,0,30
NCT03181451,Phase 1,14/03/2017,Actual,,,,,,,,,4,70
NCT03184558,Phase 2,26/07/2017,Actual,,,,,0,,,,0,29
NCT03187769,Phase 3,08/06/2017,Actual,6,26,240,0,52,,12,,2,1366
NCT03188523,Phase 1,08/09/2017,Actual,0,2,0,0,2,,4,,0,40
NCT03188666,Phase 2,26/02/2018,Actual,0,6,2,0,0,,0,,2,166
NCT03189719,Phase 3,25/07/2017,Actual,42,800,14,0,198,,28,,136,1778
NCT03191396,Phase 3,27/06/2017,Actual,0,16,6,0,18,,6,,124,2138
NCT03191786,Phase 3,11/09/2017,Actual,42,226,6,0,140,,24,,44,1330
NCT03191799,Phase 3,05/09/2017,Actual,19,38,7,1,41,,0,,20,264
NCT03196284,Phase 2,10/08/2017,Actual,0,12,0,0,2,,0,,0,90
NCT03196297,Phase 2,16/08/2017,Actual,,8,,,3,,,1,6,54
NCT03197766,Phase 3,12/12/2016,Actual,,46,10,,14,,14,,0,400
NCT03197935,Phase 3,24/07/2017,Actual,0,176,48,0,184,,8,,40,876
NCT03198520,Not Applicable,06/06/2017,Actual,0,6,6,0,,,7,,0,27
NCT03200717,Phase 2,14/11/2017,Actual,,2,,,,,,2,6,114
NCT03201003,Phase 3,12/06/2017,Actual,0,4,0,0,4,,6,,90,596
NCT03201965,Phase 3,05/10/2017,Actual,6,128,30,2,46,,2,,50,1400
NCT03205046,Phase 1/Phase 2,29/06/2017,Actual,0,0,2,0,2,,0,,6,90
NCT03205566,Phase 4,19/09/2017,Actual,0,0,16,0,,,0,,8,52
NCT03207815,Phase 2,26/07/2017,Actual,,8,20,2,28,,,4,2,224
NCT03208673,Not Applicable,03/07/2017,Actual,,,,,0,,,,0,0
NCT03212521,Phase 3,07/08/2017,Actual,,10,13,,25,,,,0,412
NCT03215706,Phase 3,24/08/2017,Actual,2,120,18,0,120,,0,,716,1900
NCT03218917,Phase 2,31/10/2017,Actual,0,46,8,6,12,,,2,0,950
NCT03218995,Phase 2,16/08/2017,Actual,0,0,0,0,0,,1,,13,16
NCT03219164,Phase 3,28/11/2017,Actual,2,4,2,,34,,,6,2,546
NCT03221842,Phase 3,06/11/2017,Actual,0,5,12,0,9,,1,,8,91
NCT03222427,Phase 1,15/01/2018,Actual,0,0,0,0,0,,0,,0,16
NCT03222973,Phase 2,15/11/2017,Actual,0,2,28,0,36,,0,,28,958
NCT03224351,Phase 2,08/08/2017,Actual,0,2,4,0,12,,0,,2,448
NCT03225833,Phase 1/Phase 2,17/07/2017,Actual,0,0,0,0,0,,0,,0,244
NCT03225846,Phase 1/Phase 2,17/07/2017,Actual,0,0,0,0,2,,0,,0,350
NCT03226067,Phase 2,26/06/2017,Actual,,,2,,,,,,,220
NCT03226457,Phase 4,11/12/2017,Actual,0,0,0,0,,,0,,0,23
NCT03229252,Phase 2,01/08/2017,Actual,0,0,2,0,6,,14,,6,336
NCT03230097,Phase 2,29/09/2017,Actual,0,8,12,0,14,,4,,2,160
NCT03230864,Phase 3,20/07/2017,Actual,0,22,20,0,12,,0,,6,416
NCT03230916,Phase 1,06/11/2017,Actual,0,2,8,0,14,,8,,4,152
NCT03234465,Phase 2,18/07/2017,Actual,2,0,14,2,18,,0,,50,714
NCT03235544,Phase 2,20/11/2017,Actual,0,2,4,0,28,,,24,90,496
NCT03235726,Phase 1,13/07/2017,Actual,,,12,,,,6,,,86
NCT03237325,Phase 3,04/12/2017,Actual,6,8,22,0,48,,0,,52,928
NCT03238963,Phase 2,19/09/2017,Actual,2,10,12,0,66,,0,,0,226
NCT03240133,Phase 2,31/07/2017,Actual,0,0,0,0,,,0,,0,116
NCT03241173,Phase 1/Phase 2,09/10/2017,Actual,0,0,12,0,4,,0,,8,184
NCT03245450,Phase 1/Phase 2,05/03/2018,Actual,0,2,2,0,4,,0,,10,142
NCT03245619,Phase 1,22/08/2017,Actual,,,2,,,,,,,34
NCT03245736,Phase 2,23/08/2017,Actual,0,0,0,0,,,0,,0,5
NCT03247686,Phase 2,01/02/2017,Actual,0,4,0,0,2,,0,,0,106
NCT03248492,Phase 2,25/08/2017,Actual,4,208,10,2,,,8,,10,264
NCT03250689,Phase 2,15/11/2017,Actual,,,,,,,,,,38
NCT03252353,Phase 3,01/09/2017,Actual,0,6,2,0,6,,0,,2,208
NCT03253796,Phase 4,07/11/2017,Actual,0,0,0,0,4,,0,,0,2296
NCT03257267,Phase 3,05/09/2017,Actual,,,,,182,,,,32,1002
NCT03257631,Phase 2,22/08/2017,Actual,0,6,4,0,22,,,6,24,150
NCT03259334,Phase 3,09/02/2018,Actual,0,40,16,0,12,,14,2,6,1422
NCT03260894,Phase 3,07/12/2017,Actual,,,,,66,,,,12,180
NCT03264066,Phase 2,23/11/2017,Actual,0,48,0,0,2,,0,,12,286
NCT03268954,Phase 3,28/11/2017,Actual,12,102,6,0,114,,0,,90,1492
NCT03271047,Phase 2,18/10/2017,Actual,0,2,6,0,2,,0,,32,258
NCT03272347,Phase 2,27/11/2017,Actual,0,2,50,0,120,,4,,10,306
NCT03273153,Phase 3,11/12/2017,Actual,0,24,14,0,44,,0,,190,1512
NCT03273257,Phase 2,17/08/2018,Actual,0,0,2,0,0,,0,,0,50
NCT03275285,Phase 3,25/10/2017,Actual,0,100,18,0,,,6,,52,428
NCT03277105,Phase 3,27/10/2017,Actual,2,144,28,2,46,,0,,146,1720
NCT03280550,Phase 3,15/11/2017,Actual,4,0,4,0,28,,0,,8,508
NCT03281304,Phase 4,16/11/2017,Actual,0,58,6,0,4,,2,,20,470
NCT03282591,Phase 2,03/10/2017,Actual,0,4,14,0,12,,0,,2,672
NCT03284424,Phase 2,26/10/2017,Actual,8,0,2,2,30,,2,,158,434
NCT03284853,Phase 3,05/09/2017,Actual,0,6,18,0,234,,0,,16,1446
NCT03285594,Phase 3,15/09/2017,Actual,10,32,94,6,158,,4,,68,1912
NCT03286842,Phase 3,17/01/2018,Actual,1,23,2,0,13,,0,,104,367
NCT03287245,Phase 2,21/02/2018,Actual,,,,,2,,,,,52
NCT03287804,Phase 1/Phase 2,05/05/2017,Actual,0,0,2,0,0,,0,,0,22
NCT03287960,Phase 3,30/01/2018,Actual,0,1,0,0,0,,0,,4,25
NCT03289143,Phase 2,04/10/2017,Actual,2,6,8,2,26,,4,,116,1664
NCT03289455,Phase 1/Phase 2,26/06/2017,Actual,0,2,0,0,,,0,,0,28
NCT03290781,Phase 3,04/04/2018,Actual,8,56,18,2,54,,14,,14,1298
NCT03291080,Phase 1/Phase 2,17/04/2018,Actual,,8,,,,,,2,,30
NCT03291379,Early Phase 1,17/05/2017,Actual,0,0,0,0,,,0,,1,7
NCT03293654,Phase 1,07/12/2017,Actual,0,14,18,0,,,6,,0,190
NCT03301467,Phase 2,29/09/2017,Actual,0,10,2,0,12,,0,,4,200
NCT03302234,Phase 3,14/12/2017,Actual,14,128,2,0,182,,22,,176,1748
NCT03303521,Phase 3,14/12/2017,Actual,6,132,38,,,,,12,,204
NCT03306043,Phase 3,13/11/2017,Actual,3,1,2,,,,,,17,79
NCT03308968,Phase 3,13/10/2017,Actual,2,8,16,0,48,,,8,140,3130
NCT03311854,Phase 2,20/02/2018,Actual,0,0,2,0,,,0,,1,11
NCT03312634,Phase 3,30/11/2017,Actual,2,34,2,2,84,,16,10,110,592
NCT03315143,Phase 3,19/12/2017,Actual,842,1364,726,80,6698,,486,,368,31772
NCT03317496,Phase 2,21/12/2017,Actual,0,6,2,0,2,,0,,16,238
NCT03318523,Phase 2,10/01/2018,Actual,4,12,2,0,22,,0,,48,1340
NCT03319953,Phase 2,21/12/2017,Actual,0,2,32,0,0,,2,,0,56
NCT03322540,Phase 2,15/12/2017,Actual,,96,,,22,,,,8,490
NCT03322566,Phase 2,09/01/2018,Actual,2,46,4,,10,,,,12,858
NCT03323749,Phase 3,09/10/2017,Actual,4,22,4,0,78,,12,,34,1502
NCT03325556,Phase 3,27/09/2017,Actual,0,0,10,0,,,0,,3,371
NCT03326895,Not Applicable,20/11/2017,Actual,0,3,5,0,13,,0,,14,301
NCT03328949,Not Applicable,18/05/2018,Actual,0,3,0,0,,,2,,21,94
NCT03329846,Phase 3,30/11/2017,Actual,0,2,0,0,2,,0,,18,58
NCT03330847,Phase 2,07/03/2018,Actual,0,88,8,0,36,,24,,94,842
NCT03332212,Phase 3,01/03/2018,Actual,0,2,2,0,0,,0,,0,284
NCT03332459,Phase 2,05/01/2018,Actual,0,14,0,0,0,,0,,4,10
NCT03333317,Phase 2,24/11/2017,Actual,0,14,0,0,,,0,,0,0
NCT03334214,Phase 2,03/11/2017,Actual,,,,,0,,,,0,88
NCT03334695,Phase 2,16/10/2017,Actual,0,8,2,0,0,,2,,12,228
NCT03338816,Phase 3,16/11/2017,Actual,,,,,16,,,,4,168
NCT03339297,Phase 2,21/02/2018,Actual,0,10,2,0,4,,0,,74,518
NCT03339401,Phase 2,22/12/2017,Actual,0,4,0,2,2,,0,,14,94
NCT03342053,Phase 2,02/01/2018,Actual,,,,,0,,,,0,92
NCT03342404,Phase 2,01/02/2018,Actual,,88,,,6,,,28,0,458
NCT03345836,Phase 3,29/11/2017,Actual,4,236,60,0,80,,10,,0,2106
NCT03345849,Phase 3,07/12/2017,Actual,0,218,42,0,70,,16,,0,1758
NCT03345914,Phase 3,17/11/2017,Actual,0,56,124,0,90,,0,,46,1152
NCT03346434,Phase 2/Phase 3,30/11/2017,Actual,,,,,58,,,,0,346
NCT03347396,Phase 3,05/03/2018,Actual,0,6,0,0,,,0,,36,6
NCT03347422,Phase 3,17/03/2018,Actual,0,14,0,0,,,0,,62,8
NCT03349060,Phase 3,07/12/2017,Actual,12,116,64,2,40,,16,,12,1286
NCT03351478,Phase 3,27/11/2017,Actual,94,64,62,4,310,,2,,14,2530
NCT03353753,Phase 3,27/02/2018,Actual,,18,20,,2,,,2,52,422
NCT03355742,Not Applicable,09/02/2018,Actual,0,124,0,0,145,,0,,916,741
NCT03357731,Phase 2,30/11/2017,Actual,0,3,1,0,0,,0,,44,42
NCT03358407,Phase 1,11/01/2018,Actual,,6,2,,,,,,,54
NCT03358472,Phase 3,01/12/2017,Actual,,,,,0,,,,6,172
NCT03359473,Phase 2,28/02/2018,Actual,,,10,,,,,,,182
NCT03360396,Not Applicable,07/05/2018,Actual,0,2,0,0,,,0,,2,236
NCT03361865,Phase 3,04/12/2017,Actual,,,,,4,,,,28,154
NCT03361956,Phase 2,13/02/2018,Actual,0,220,28,2,4,,0,,4,670
NCT03362931,Phase 3,19/07/2018,Actual,0,31,1,0,0,,0,,0,92
NCT03363854,Phase 3,22/02/2018,Actual,,82,70,4,68,,,28,,1268
NCT03364036,Phase 4,28/05/2018,Actual,0,2,1,0,7,,12,,47,471
NCT03367819,Phase 1/Phase 2,04/01/2018,Actual,0,22,2,0,,,0,,8,56
NCT03368170,Phase 2,12/04/2018,Actual,0,2,0,0,2,,0,,2,294
NCT03368664,Phase 3,24/10/2017,Actual,0,0,0,0,,,0,,4,12
NCT03368781,Not Applicable,12/04/2018,Actual,0,1,1,0,0,,0,,0,210
NCT03369431,Not Applicable,01/02/2018,Actual,,14,8,,2,4,24,,,86
NCT03369444,Phase 1/Phase 2,05/12/2017,Actual,0,2,0,0,0,,0,,0,38
NCT03370133,Phase 3,06/12/2017,Actual,4,254,24,,,,,12,,840
NCT03373383,Phase 2,12/02/2018,Actual,10,66,16,10,,,,18,,702
NCT03374488,Phase 3,22/12/2017,Actual,,,,,0,,,,18,150
NCT03376321,Phase 3,03/01/2018,Actual,12,128,32,4,98,,6,,42,982
NCT03377699,Phase 3,22/11/2017,Actual,0,2,2,0,76,,0,,18,802
NCT03379675,Phase 2,06/02/2018,Actual,2,14,6,0,46,,0,,4,216
NCT03380429,Phase 4,31/01/2018,Actual,6,44,68,2,,4,8,,,742
NCT03381196,Phase 3,21/01/2018,Actual,12,122,122,2,344,,4,,30,1540
NCT03383146,Phase 3,01/02/2018,Actual,36,18,160,2,264,,30,,0,1290
NCT03383523,Phase 1,26/10/2017,Actual,0,0,0,0,0,,0,,0,308
NCT03383614,Phase 1,14/11/2017,Actual,0,0,0,0,0,,0,,0,96
NCT03384940,Phase 2,23/02/2018,Actual,0,54,0,0,,,4,,8,106
NCT03384966,Phase 2,24/01/2018,Actual,0,66,106,0,8,,0,,0,2316
NCT03385564,Phase 2,09/01/2018,Actual,0,56,2,0,38,,2,,2,176
NCT03386721,Phase 2,19/02/2018,Actual,0,80,4,8,,,0,,58,362
NCT03391882,Phase 3,19/12/2018,Actual,0,0,0,0,16,,0,,4,428
NCT03392974,Phase 3,14/03/2018,Actual,,,,,0,,,,0,1
NCT03393806,Phase 2,18/04/2018,Actual,,4,,,,,,,,30
NCT03394924,Phase 2,27/12/2017,Actual,,,,,10,,,8,4,250
NCT03395704,Phase 2,29/11/2017,Actual,0,0,0,0,4,,0,,0,272
NCT03397121,Phase 3,28/11/2017,Actual,2,24,30,2,30,,0,,0,1840
NCT03397394,Phase 2,01/06/2018,Actual,0,4,6,2,24,,0,,66,286
NCT03400033,Phase 3,05/09/2018,Actual,4,58,162,2,,10,6,,6,566
NCT03400800,Phase 3,01/11/2017,Actual,2,16,40,2,,,0,,0,3174
NCT03402659,Phase 2,29/12/2017,Actual,0,4,6,0,,,0,,0,312
NCT03402841,Phase 3,30/01/2018,Actual,,2,1,,7,,,,4,544
NCT03405935,Phase 3,01/03/2018,Actual,0,0,1,0,12,,,0,6,153
NCT03408730,Phase 3,14/12/2017,Actual,16,92,322,,538,,,52,14,10310
NCT03409107,Phase 3,05/03/2018,Actual,136,114,182,2,,,10,,,784
NCT03410693,Phase 2/Phase 3,31/05/2018,Actual,0,96,2,0,2,,0,,72,528
NCT03410992,Phase 3,05/02/2018,Actual,,36,12,4,,,,12,,806
NCT03412565,Phase 2,26/04/2018,Actual,0,10,20,0,32,,0,,322,676
NCT03414047,Phase 2,10/04/2018,Actual,0,42,4,4,8,,0,,20,598
NCT03416179,Phase 3,20/04/2018,Actual,2,436,28,0,118,,2,,240,2090
NCT03417102,Phase 3,14/02/2018,Actual,0,78,0,0,,,2,2,0,32
NCT03417245,Phase 3,01/03/2018,Actual,0,142,4,0,,,4,,0,90
NCT03420781,Phase 3,24/01/2018,Actual,22,78,116,0,330,,2,,0,1320
NCT03426345,Phase 3,16/02/2018,Actual,22,6,84,0,210,,10,,0,912
NCT03426995,Phase 1,13/03/2018,Actual,,,4,,,,2,,,90
NCT03427073,Phase 1,27/04/2015,Actual,0,0,0,0,,,0,,0,40
NCT03428100,Phase 3,15/05/2018,Actual,0,178,22,0,128,,6,,254,1264
NCT03428217,Phase 2,24/04/2018,Actual,,16,18,4,50,,,,290,1398
NCT03430063,Phase 2,29/05/2018,Actual,0,24,0,0,0,,0,,30,54
NCT03432533,Phase 3,06/02/2018,Actual,0,4,4,0,8,,0,,0,1116
NCT03434379,Phase 3,15/03/2018,Actual,2,956,20,0,26,,0,,128,1648
NCT03437265,Phase 1,03/09/2020,Actual,0,3,1,0,,,0,,2,13
NCT03439670,Phase 2,29/06/2018,Actual,2,24,4,0,,,8,,2,188
NCT03441178,Not Applicable,13/03/2018,Actual,0,1,2,1,0,,0,,2,196
NCT03443414,Phase 2,01/06/2017,Actual,0,0,0,0,0,,0,,0,1620
NCT03443869,Phase 3,03/05/2018,Actual,14,30,110,0,202,,30,,68,1950
NCT03444584,Phase 2,08/05/2018,Actual,0,0,0,0,2,,0,,0,194
NCT03445533,Phase 3,30/05/2018,Actual,2,14,8,2,22,,6,,286,1584
NCT03447249,Phase 3,07/03/2018,Actual,,,6,,26,,8,,8,1480
NCT03447262,Phase 3,13/07/2018,Actual,0,0,3,0,14,,4,,5,936
NCT03447990,Phase 1/Phase 2,06/02/2018,Actual,0,0,32,0,2,,0,,0,174
NCT03449134,Phase 3,14/03/2018,Actual,42,208,22,0,202,,48,,28,2378
NCT03449147,Phase 3,15/03/2018,Actual,144,88,56,18,534,,208,,22,4198
NCT03451045,Phase 2,22/12/2017,Actual,0,4,10,0,26,,4,,30,1626
NCT03452228,Phase 2,07/06/2018,Actual,,,,,12,,,,0,90
NCT03460990,Phase 3,01/05/2018,Actual,0,0,0,0,4,,0,,4,436
NCT03461406,Phase 3,18/01/2019,Actual,0,2,16,0,48,,2,,2,674
NCT03462719,Phase 3,17/04/2018,Actual,0,2,0,0,8,,2,,28,804
NCT03464136,Phase 3,29/03/2018,Actual,0,34,30,0,56,,4,,28,1392
NCT03465722,Phase 3,26/03/2018,Actual,0,256,28,4,,,0,,100,564
NCT03467152,Phase 2,04/05/2018,Actual,0,134,4,0,56,,0,,86,504
NCT03467425,Phase 4,11/04/2018,Actual,,54,14,,,26,2,,,6088
NCT03468543,Early Phase 1,26/07/2017,Actual,0,0,2,0,,,0,,0,4
NCT03470441,Phase 2,27/10/2017,Actual,2,4,2,0,6,,0,,6,460
NCT03470545,Phase 3,29/05/2018,Actual,2,12,12,0,24,,0,,30,924
NCT03470922,Phase 2/Phase 3,11/04/2018,Actual,2,0,10,0,94,,0,,788,1962
NCT03472287,Phase 1,18/05/2018,Actual,0,2,2,0,6,,0,,0,34
NCT03472885,Phase 2,08/05/2018,Actual,,,,,0,,,,0,12
NCT03474107,Phase 3,27/06/2018,Actual,0,400,8,2,106,,0,,352,1564
NCT03478787,Phase 3,08/05/2018,Actual,2,34,24,4,142,,0,,0,1102
NCT03478930,Phase 3,09/05/2018,Actual,4,0,4,0,38,,0,,10,940
NCT03478956,Phase 1,27/03/2018,Actual,,,,,2,,,,0,94
NCT03480243,Phase 1,27/03/2018,Actual,,2,1,,,,,,1,24
NCT03481634,Phase 3,23/07/2018,Actual,4,152,48,4,,,2,,0,922
NCT03482635,Phase 2/Phase 3,27/03/2018,Actual,2,28,6,0,2,,0,,0,354
NCT03485911,Phase 3,06/02/2018,Actual,0,2,10,0,6,,4,,6,456
NCT03486392,Phase 2,26/03/2018,Actual,2,12,68,8,84,,10,,8,1704
NCT03492177,Phase 2,23/07/2018,Actual,,,,,2,,,,12,112
NCT03493854,Phase 3,14/06/2018,Actual,40,210,12,0,148,,10,,144,1436
NCT03494816,Phase 2,15/12/2017,Actual,0,0,0,0,,,0,,1,23
NCT03496207,Phase 2,13/06/2018,Actual,0,0,8,2,64,,4,,14,332
NCT03499899,Phase 2,02/07/2018,Actual,,46,2,,,,,,8,120
NCT03500549,Phase 3,14/06/2018,Actual,,24,4,,6,,,2,64,220
NCT03504917,Phase 3,08/08/2018,Actual,4,16,30,0,56,,8,,30,1140
NCT03505021,Phase 3,21/06/2018,Actual,0,20,16,0,,,2,,30,924
NCT03505099,Phase 3,02/04/2018,Actual,,,,,12,,,,0,46
NCT03507569,Phase 1,24/04/2018,Actual,0,0,0,0,0,,0,,0,0
NCT03515551,Phase 1/Phase 2,15/06/2018,Actual,0,0,0,0,4,,0,,2,106
NCT03517449,Phase 3,11/06/2018,Actual,22,354,62,2,266,,40,,358,2204
NCT03517566,Phase 2,14/11/2018,Actual,,146,16,,,,4,,,416
NCT03518086,Phase 3,18/06/2018,Actual,24,584,24,2,62,,6,,2282,2140
NCT03521934,Phase 3,15/06/2018,Actual,0,30,100,8,640,,4,,42,4064
NCT03523728,Phase 2/Phase 3,04/10/2018,Actual,2,376,6,2,,,2,,8,560
NCT03524092,Phase 3,19/10/2018,Actual,20,518,24,2,54,,6,,2092,1992
NCT03525119,Phase 3,16/05/2018,Actual,2,50,32,4,22,,30,,22,3438
NCT03525444,Phase 3,15/06/2018,Actual,4,,8,,32,,8,,102,1458
NCT03525548,Phase 3,03/08/2018,Actual,0,0,0,0,10,,0,,4,414
NCT03525678,Phase 2,18/06/2018,Actual,,8,60,,,12,4,,6,352
NCT03526861,Phase 3,19/06/2018,Actual,,,,,64,,,,0,538
NCT03528551,Phase 3,30/04/2018,Actual,0,42,10,0,16,,0,,10,562
NCT03529110,Phase 3,09/08/2018,Actual,0,628,38,0,,,4,,92,286
NCT03529942,Phase 3,24/04/2018,Actual,1,2,16,2,,,0,,0,108
NCT03530995,Phase 1,09/04/2018,Actual,0,6,10,0,,,0,,4,126
NCT03533114,Phase 3,27/11/2018,Actual,0,0,18,2,,,2,,28,258
NCT03533751,Phase 2,19/06/2018,Actual,6,26,70,0,88,,,12,6,992
NCT03535194,Phase 3,26/06/2018,Actual,14,496,48,6,76,,12,,2426,2858
NCT03536884,Phase 3,13/06/2018,Actual,4,38,20,4,,,30,,,1390
NCT03537651,Phase 3,25/04/2018,Actual,,,,,4,,,,7,119
NCT03539601,Phase 4,27/04/2018,Actual,0,18,120,2,44,,10,,6,740
NCT03539952,Phase 3,03/09/2018,Actual,0,4,0,0,,,4,,8,90
NCT03541174,Phase 3,18/06/2018,Actual,0,76,164,2,146,,0,,22,2510
NCT03548220,Phase 3,09/08/2018,Actual,0,16,0,2,6,,2,,50,244
NCT03548935,Phase 3,04/06/2018,Actual,54,522,222,4,472,,66,,222,6282
NCT03549871,Phase 3,25/07/2018,Actual,0,42,2,0,,,0,,4,90
